"TIME","GEO","N_PERSON","Value"
"2019","Bulgaria","5 persons","4.2"
"2019","Bulgaria","6 persons or more","3.2"
"2019","Czechia","1 person",":"
"2019","Czechia","2 persons",":"
"2019","Czechia","3 persons",":"
"2019","Czechia","4 persons",":"
"2019","Czechia","5 persons",":"
"2019","Czechia","6 persons or more",":"
"2019","Denmark","1 person","43.9"
"2019","Denmark","2 persons","32.4"
"2019","Denmark","3 persons","10.6"
"2019","Denmark","4 persons","9.0"
"2019","Denmark","5 persons","3.5"
"2019","Denmark","6 persons or more","0.6"
"2019","Germany (until 1990 former territory of the FRG)","1 person",":"
"2019","Germany (until 1990 former territory of the FRG)","2 persons",":"
"2019","Germany (until 1990 former territory of the FRG)","3 persons",":"
"2019","Germany (until 1990 former territory of the FRG)","4 persons",":"
"2019","Germany (until 1990 former territory of the FRG)","5 persons",":"
"2019","Germany (until 1990 former territory of the FRG)","6 persons or more",":"
"2019","Estonia","1 person",":"
"2019","Estonia","2 persons",":"
"2019","Estonia","3 persons",":"
"2019","Estonia","4 persons",":"
"2019","Estonia","5 persons",":"
"2019","Estonia","6 persons or more",":"
"2019","Ireland","1 person",":"
"2019","Ireland","2 persons",":"
"2019","Ireland","3 persons",":"
"2019","Ireland","4 persons",":"
"2019","Ireland","5 persons",":"
"2019","Ireland","6 persons or more",":"
"2019","Greece","1 person",":"
"2019","Greece","2 persons",":"
"2019","Greece","3 persons",":"
"2019","Greece","4 persons",":"
"2019","Greece","5 persons",":"
"2019","Greece","6 persons or more",":"
"2019","Spain","1 person",":"
"2019","Spain","2 persons",":"
"2019","Spain","3 persons",":"
"2019","Spain","4 persons",":"
"2019","Spain","5 persons",":"
"2019","Spain","6 persons or more",":"
"2019","France","1 person",":"
"2019","France","2 persons",":"
"2019","France","3 persons",":"
"2019","France","4 persons",":"
"2019","France","5 persons",":"
"2019","France","6 persons or more",":"
"2019","Croatia","1 person",":"
"2019","Croatia","2 persons",":"
"2019","Croatia","3 persons",":"
"2019","Croatia","4 persons",":"
"2019","Croatia","5 persons",":"
"2019","Croatia","6 persons or more",":"
"2019","Italy","1 person",":"
"2019","Italy","2 persons",":"
"2019","Italy","3 persons",":"
"2019","Italy","4 persons",":"
"2019","Italy","5 persons",":"
"2019","Italy","6 persons or more",":"
"2019","Cyprus","1 person",":"
"2019","Cyprus","2 persons",":"
"2019","Cyprus","3 persons",":"
"2019","Cyprus","4 persons",":"
"2019","Cyprus","5 persons",":"
"2019","Cyprus","6 persons or more",":"
"2019","Latvia","1 person","35.3"
"2019","Latvia","2 persons","30.7"
"2019","Latvia","3 persons","17.0"
"2019","Latvia","4 persons","10.6"
"2019","Latvia","5 persons","4.3"
"2019","Latvia","6 persons or more","2.1"
"2019","Lithuania","1 person",":"
"2019","Lithuania","2 persons",":"
"2019","Lithuania","3 persons",":"
"2019","Lithuania","4 persons",":"
"2019","Lithuania","5 persons",":"
"2019","Lithuania","6 persons or more",":"
"2019","Luxembourg","1 person",":"
"2019","Luxembourg","2 persons",":"
"2019","Luxembourg","3 persons",":"
"2019","Luxembourg","4 persons",":"
"2019","Luxembourg","5 persons",":"
"2019","Luxembourg","6 persons or more",":"
"2019","Hungary","1 person","32.7"
"2019","Hungary","2 persons","31.7"
"2019","Hungary","3 persons","17.0"
"2019","Hungary","4 persons","11.9"
"2019","Hungary","5 persons","4.2"
"2019","Hungary","6 persons or more","2.4"
"2019","Malta","1 person",":"
"2019","Malta","2 persons",":"
"2019","Malta","3 persons",":"
"2019","Malta","4 persons",":"
"2019","Malta","5 persons",":"
"2019","Malta","6 persons or more",":"
"2019","Netherlands","1 person",":"
"2019","Netherlands","2 persons",":"
"2019","Netherlands","3 persons",":"
"2019","Netherlands","4 persons",":"
"2019","Netherlands","5 persons",":"
"2019","Netherlands","6 persons or more",":"
"2019","Austria","1 person",":"
"2019","Austria","2 persons",":"
"2019","Austria","3 persons",":"
"2019","Austria","4 persons",":"
"2019","Austria","5 persons",":"
"2019","Austria","6 persons or more",":"
"2019","Poland","1 person","24.2"
"2019","Poland","2 persons","26.1"
"2019","Poland","3 persons","20.2"
"2019","Poland","4 persons","15.4"
"2019","Poland","5 persons","7.6"
"2019","Poland","6 persons or more","6.5"
"2019","Portugal","1 person",":"
"2019","Portugal","2 persons",":"
"2019","Portugal","3 persons",":"
"2019","Portugal","4 persons",":"
"2019","Portugal","5 persons",":"
"2019","Portugal","6 persons or more",":"
"2019","Romania","1 person","29.8"
"2019","Romania","2 persons","26.4"
"2019","Romania","3 persons","16.9"
"2019","Romania","4 persons","15.5"
"2019","Romania","5 persons","7.0"
"2019","Romania","6 persons or more","4.4"
"2019","Slovenia","1 person",":"
"2019","Slovenia","2 persons",":"
"2019","Slovenia","3 persons",":"
"2019","Slovenia","4 persons",":"
"2019","Slovenia","5 persons",":"
"2019","Slovenia","6 persons or more",":"
"2019","Slovakia","1 person",":"
"2019","Slovakia","2 persons",":"
"2019","Slovakia","3 persons",":"
"2019","Slovakia","4 persons",":"
"2019","Slovakia","5 persons",":"
"2019","Slovakia","6 persons or more",":"
"2019","Finland","1 person","44.7"
"2019","Finland","2 persons","32.6"
"2019","Finland","3 persons","9.9"
"2019","Finland","4 persons","8.6"
"2019","Finland","5 persons","2.8"
"2019","Finland","6 persons or more","1.3"
"2019","Sweden","1 person",":"
"2019","Sweden","2 persons",":"
"2019","Sweden","3 persons",":"
"2019","Sweden","4 persons",":"
"2019","Sweden","5 persons",":"
"2019","Sweden","6 persons or more",":"
"2019","United Kingdom","1 person",":"
"2019","United Kingdom","2 persons",":"
"2019","United Kingdom","3 persons",":"
"2019","United Kingdom","4 persons",":"
"2019","United Kingdom","5 persons",":"
"2019","United Kingdom","6 persons or more",":"
"2019","Iceland","1 person",":"
"2019","Iceland","2 persons",":"
"2019","Iceland","3 persons",":"
"2019","Iceland","4 persons",":"
"2019","Iceland","5 persons",":"
"2019","Iceland","6 persons or more",":"
"2019","Norway","1 person",":"
"2019","Norway","2 persons",":"
"2019","Norway","3 persons",":"
"2019","Norway","4 persons",":"
"2019","Norway","5 persons",":"
"2019","Norway","6 persons or more",":"
"2019","Switzerland","1 person",":"
"2019","Switzerland","2 persons",":"
"2019","Switzerland","3 persons",":"
"2019","Switzerland","4 persons",":"
"2019","Switzerland","5 persons",":"
"2019","Switzerland","6 persons or more",":"
"2019","Montenegro","1 person",":"
"2019","Montenegro","2 persons",":"
"2019","Montenegro","3 persons",":"
"2019","Montenegro","4 persons",":"
"2019","Montenegro","5 persons",":"
"2019","Montenegro","6 persons or more",":"
"2019","North Macedonia","1 person",":"
"2019","North Macedonia","2 persons",":"
"2019","North Macedonia","3 persons",":"
"2019","North Macedonia","4 persons",":"
"2019","North Macedonia","5 persons",":"
"2019","North Macedonia","6 persons or more",":"
"2019","Serbia","1 person",":"
"2019","Serbia","2 persons",":"
"2019","Serbia","3 persons",":"
"2019","Serbia","4 persons",":"
"2019","Serbia","5 persons",":"
"2019","Serbia","6 persons or more",":"
"2019","Turkey","1 person",":"
"2019","Turkey","2 persons",":"
"2019","Turkey","3 persons",":"
"2019","Turkey","4 persons",":"
"2019","Turkey","5 persons",":"
"2019","Turkey","6 persons or more",":"
