,Year,Month,births,country,deaths
675,2010,September,6943.0,Austria,6039.0
676,2010,October,6816.0,Austria,6427.0
677,2010,November,6467.0,Austria,6199.0
678,2010,December,6342.0,Austria,7114.0
679,2010,Unknown,0.0,Austria,0.0
680,2017,Total,144041.0,Azerbaijan,57109.0
681,2017,January,12179.0,Azerbaijan,6085.0
682,2017,February,12469.0,Azerbaijan,4985.0
683,2017,March,10319.0,Azerbaijan,4790.0
684,2017,April,12029.0,Azerbaijan,4824.0
685,2017,May,11221.0,Azerbaijan,4954.0
686,2017,June,10668.0,Azerbaijan,3839.0
687,2017,July,13495.0,Azerbaijan,4804.0
688,2017,August,13015.0,Azerbaijan,4723.0
689,2017,September,12064.0,Azerbaijan,4085.0
690,2017,October,12576.0,Azerbaijan,4606.0
691,2017,November,11967.0,Azerbaijan,4623.0
692,2017,December,12039.0,Azerbaijan,4791.0
693,2016,Total,159464.0,Azerbaijan,56648.0
694,2016,January,12717.0,Azerbaijan,4953.0
695,2016,February,14898.0,Azerbaijan,4978.0
696,2016,March,11396.0,Azerbaijan,4566.0
697,2016,April,13678.0,Azerbaijan,5229.0
698,2016,May,12585.0,Azerbaijan,4574.0
699,2016,June,11999.0,Azerbaijan,4135.0
700,2016,July,14243.0,Azerbaijan,4586.0
701,2016,August,14934.0,Azerbaijan,4761.0
702,2016,September,13224.0,Azerbaijan,4221.0
703,2016,October,13603.0,Azerbaijan,4524.0
704,2016,November,13287.0,Azerbaijan,5056.0
705,2016,December,12900.0,Azerbaijan,5065.0
706,2014,Total,170503.0,Azerbaijan,55648.0
707,2014,January,13993.0,Azerbaijan,5489.0
708,2014,February,13992.0,Azerbaijan,5186.0
709,2014,March,10226.0,Azerbaijan,4113.0
710,2014,April,15419.0,Azerbaijan,5155.0
711,2014,May,13624.0,Azerbaijan,4457.0
712,2014,June,12354.0,Azerbaijan,3876.0
713,2014,July,15745.0,Azerbaijan,4394.0
714,2014,August,16617.0,Azerbaijan,4610.0
715,2014,September,16177.0,Azerbaijan,4366.0
716,2014,October,14483.0,Azerbaijan,4544.0
717,2014,November,13538.0,Azerbaijan,4710.0
718,2014,December,14335.0,Azerbaijan,4748.0
719,2013,Total,172671.0,Azerbaijan,54383.0
720,2013,January,13258.0,Azerbaijan,5196.0
721,2013,February,14042.0,Azerbaijan,4799.0
722,2013,March,14054.0,Azerbaijan,4549.0
723,2013,April,13181.0,Azerbaijan,5261.0
724,2013,May,14169.0,Azerbaijan,4522.0
725,2013,June,13519.0,Azerbaijan,3766.0
726,2013,July,12065.0,Azerbaijan,4663.0
727,2013,August,15868.0,Azerbaijan,4085.0
728,2013,September,14704.0,Azerbaijan,3908.0
729,2013,October,15889.0,Azerbaijan,4415.0
730,2013,November,16680.0,Azerbaijan,4462.0
731,2013,December,15242.0,Azerbaijan,4757.0
732,2012,Total,174469.0,Azerbaijan,55017.0
733,2012,January,13857.0,Azerbaijan,4732.0
734,2012,February,14425.0,Azerbaijan,5053.0
735,2012,March,14805.0,Azerbaijan,4850.0
736,2012,April,14735.0,Azerbaijan,4851.0
737,2012,May,14432.0,Azerbaijan,4530.0
738,2012,June,14151.0,Azerbaijan,4228.0
739,2012,July,12318.0,Azerbaijan,4336.0
740,2012,August,15434.0,Azerbaijan,4367.0
741,2012,September,17070.0,Azerbaijan,4023.0
742,2012,October,15881.0,Azerbaijan,4282.0
743,2012,November,15180.0,Azerbaijan,4837.0
744,2012,December,12181.0,Azerbaijan,4928.0
745,2012,Unknown,0.0,Azerbaijan,0.0
746,2010,Total,165643.0,Azerbaijan,53580.0
747,2010,January,13042.0,Azerbaijan,4988.0
748,2010,February,12609.0,Azerbaijan,4483.0
749,2010,March,12306.0,Azerbaijan,4268.0
750,2010,April,13496.0,Azerbaijan,4944.0
751,2010,May,12929.0,Azerbaijan,4202.0
752,2010,June,12102.0,Azerbaijan,4325.0
753,2010,July,14504.0,Azerbaijan,5128.0
754,2010,August,14381.0,Azerbaijan,4539.0
755,2010,September,15696.0,Azerbaijan,4114.0
756,2010,October,15171.0,Azerbaijan,4128.0
757,2010,November,14626.0,Azerbaijan,4274.0
758,2010,December,14781.0,Azerbaijan,4187.0
759,2010,Unknown,0.0,Azerbaijan,0.0
760,2014,Total,20931.0,Bahrain,2805.0
761,2014,January,1776.0,Bahrain,275.0
762,2014,February,1463.0,Bahrain,228.0
763,2014,March,1658.0,Bahrain,220.0
764,2014,April,1534.0,Bahrain,221.0
765,2014,May,1732.0,Bahrain,225.0
766,2014,June,1694.0,Bahrain,181.0
767,2014,July,1858.0,Bahrain,215.0
768,2014,August,1802.0,Bahrain,229.0
769,2014,September,1750.0,Bahrain,221.0
770,2014,October,1986.0,Bahrain,237.0
771,2014,November,1873.0,Bahrain,188.0
772,2014,December,1805.0,Bahrain,293.0
773,2013,Total,19995.0,Bahrain,2588.0
774,2013,January,1688.0,Bahrain,290.0
775,2013,February,1376.0,Bahrain,200.0
776,2013,March,1543.0,Bahrain,211.0
777,2013,April,1422.0,Bahrain,197.0
778,2013,May,1600.0,Bahrain,197.0
779,2013,June,1658.0,Bahrain,206.0
780,2013,July,1753.0,Bahrain,184.0
781,2013,August,1731.0,Bahrain,201.0
782,2013,September,1714.0,Bahrain,196.0
783,2013,October,1891.0,Bahrain,210.0
784,2013,November,1808.0,Bahrain,208.0
785,2013,December,1811.0,Bahrain,269.0
786,2012,Total,19119.0,Bahrain,2613.0
787,2012,January,1500.0,Bahrain,263.0
788,2012,February,1353.0,Bahrain,241.0
789,2012,March,1447.0,Bahrain,224.0
790,2012,April,1456.0,Bahrain,177.0
791,2012,May,1485.0,Bahrain,218.0
792,2012,June,1457.0,Bahrain,183.0
793,2012,July,1650.0,Bahrain,215.0
794,2012,August,1793.0,Bahrain,217.0
795,2012,September,1736.0,Bahrain,198.0
796,2012,October,1793.0,Bahrain,224.0
797,2012,November,1755.0,Bahrain,219.0
798,2012,December,1694.0,Bahrain,234.0
799,2011,Total,17573.0,Bahrain,2528.0
800,2011,January,1545.0,Bahrain,245.0
801,2011,February,1349.0,Bahrain,216.0
802,2011,March,1506.0,Bahrain,255.0
803,2011,April,1299.0,Bahrain,182.0
804,2011,May,1390.0,Bahrain,204.0
805,2011,June,1346.0,Bahrain,189.0
806,2011,July,1393.0,Bahrain,171.0
807,2011,August,1557.0,Bahrain,203.0
808,2011,September,1636.0,Bahrain,190.0
809,2011,October,1587.0,Bahrain,198.0
810,2011,November,1515.0,Bahrain,217.0
811,2011,December,1450.0,Bahrain,258.0
812,2019,Total,87851.0,Belarus,120913.0
813,2019,January,7727.0,Belarus,11904.0
814,2019,February,6669.0,Belarus,10115.0
815,2019,March,7123.0,Belarus,10206.0
816,2019,April,6947.0,Belarus,10343.0
817,2019,May,7259.0,Belarus,10657.0
818,2019,June,6847.0,Belarus,9263.0
819,2019,July,8217.0,Belarus,9989.0
820,2019,August,7993.0,Belarus,9065.0
821,2019,September,7041.0,Belarus,9113.0
822,2019,October,8131.0,Belarus,10519.0
823,2019,November,7068.0,Belarus,9374.0
824,2019,December,6829.0,Belarus,10365.0
825,2018,March,7865.0,Belarus,11829.0
826,2018,April,7243.0,Belarus,10503.0
827,2018,May,8338.0,Belarus,10545.0
828,2018,June,7627.0,Belarus,8884.0
829,2018,July,8404.0,Belarus,9617.0
830,2018,August,8721.0,Belarus,9356.0
831,2018,September,7520.0,Belarus,8693.0
832,2018,October,8444.0,Belarus,10699.0
833,2018,November,7562.0,Belarus,9650.0
834,2018,December,6994.0,Belarus,9682.0
835,2017,Total,102556.0,Belarus,119311.0
836,2017,January,9032.0,Belarus,11978.0
837,2017,February,7908.0,Belarus,10188.0
838,2017,March,8679.0,Belarus,10205.0
839,2017,April,8004.0,Belarus,9793.0
840,2017,May,8775.0,Belarus,10142.0
841,2017,June,8979.0,Belarus,9304.0
842,2017,July,9186.0,Belarus,9272.0
843,2017,August,9267.0,Belarus,9134.0
844,2017,September,8623.0,Belarus,9233.0
845,2017,October,8196.0,Belarus,10629.0
846,2017,November,8006.0,Belarus,9509.0
847,2017,December,7901.0,Belarus,9916.0
848,2016,Total,117779.0,Belarus,119379.0
849,2016,January,10028.0,Belarus,11322.0
850,2016,February,9355.0,Belarus,9764.0
851,2016,March,10123.0,Belarus,10260.0
852,2016,April,9593.0,Belarus,9817.0
853,2016,May,9673.0,Belarus,10453.0
854,2016,June,10178.0,Belarus,9629.0
855,2016,July,10602.0,Belarus,9377.0
856,2016,August,10544.0,Belarus,9134.0
857,2016,September,10086.0,Belarus,9073.0
858,2016,October,9425.0,Belarus,10364.0
859,2016,November,9112.0,Belarus,9969.0
860,2016,December,9060.0,Belarus,10207.0
861,2015,Total,119028.0,Belarus,120026.0
862,2015,January,10078.0,Belarus,11366.0
863,2015,February,8476.0,Belarus,10005.0
864,2015,March,9439.0,Belarus,11148.0
865,2015,April,9398.0,Belarus,10410.0
866,2015,May,9435.0,Belarus,10210.0
867,2015,June,10435.0,Belarus,9399.0
868,2015,July,11157.0,Belarus,9342.0
869,2015,August,10577.0,Belarus,9678.0
870,2015,September,10427.0,Belarus,8964.0
871,2015,October,10172.0,Belarus,10202.0
872,2015,November,9787.0,Belarus,9286.0
873,2015,December,9647.0,Belarus,10015.0
874,2014,Total,118534.0,Belarus,121542.0
875,2014,January,10143.0,Belarus,11006.0
876,2014,February,8715.0,Belarus,9819.0
877,2014,March,9463.0,Belarus,10600.0
878,2014,April,9711.0,Belarus,10184.0
879,2014,May,10081.0,Belarus,10646.0
880,2014,June,10253.0,Belarus,9312.0
881,2014,July,11238.0,Belarus,9961.0
882,2014,August,10276.0,Belarus,9702.0
883,2014,September,10183.0,Belarus,9469.0
884,2014,October,10005.0,Belarus,10526.0
885,2014,November,9079.0,Belarus,9832.0
886,2014,December,9387.0,Belarus,10476.0
887,2013,Total,117997.0,Belarus,125326.0
888,2013,January,10234.0,Belarus,11892.0
889,2013,February,8727.0,Belarus,10162.0
890,2013,March,9180.0,Belarus,11553.0
891,2013,April,9088.0,Belarus,10863.0
892,2013,May,9635.0,Belarus,10569.0
893,2013,June,10021.0,Belarus,9627.0
894,2013,July,10985.0,Belarus,9566.0
895,2013,August,10864.0,Belarus,9605.0
896,2013,September,10559.0,Belarus,10022.0
897,2013,October,10053.0,Belarus,11022.0
898,2013,November,9392.0,Belarus,9943.0
899,2013,December,9259.0,Belarus,10497.0
900,2012,Total,115893.0,Belarus,126531.0
901,2012,January,9796.0,Belarus,11281.0
902,2012,February,8696.0,Belarus,10851.0
903,2012,March,9106.0,Belarus,10573.0
904,2012,April,8790.0,Belarus,10569.0
905,2012,May,9486.0,Belarus,10477.0
906,2012,June,9658.0,Belarus,9936.0
907,2012,July,10652.0,Belarus,10776.0
908,2012,August,10705.0,Belarus,9538.0
909,2012,September,9948.0,Belarus,9840.0
910,2012,October,10115.0,Belarus,10964.0
911,2012,November,9782.0,Belarus,10279.0
912,2012,December,9159.0,Belarus,11447.0
913,2011,Total,109147.0,Belarus,135090.0
914,2011,January,9429.0,Belarus,12077.0
915,2011,February,8034.0,Belarus,11279.0
916,2011,March,8732.0,Belarus,12106.0
917,2011,April,8088.0,Belarus,11424.0
918,2011,May,8023.0,Belarus,11751.0
919,2011,June,9468.0,Belarus,10679.0
920,2011,July,10468.0,Belarus,11285.0
921,2011,August,10095.0,Belarus,10617.0
922,2011,September,9422.0,Belarus,10595.0
923,2011,October,9618.0,Belarus,11821.0
924,2011,November,8915.0,Belarus,10661.0
925,2011,December,8855.0,Belarus,10794.0
926,2017,Total,119690.0,Belgium,109666.0
927,2017,January,9903.0,Belgium,11831.0
928,2017,February,9227.0,Belgium,10518.0
929,2017,March,9692.0,Belgium,9420.0
930,2017,April,9537.0,Belgium,8461.0
931,2017,May,10237.0,Belgium,9102.0
932,2017,June,9928.0,Belgium,8224.0
933,2017,July,10338.0,Belgium,8230.0
934,2017,August,10765.0,Belgium,8243.0
935,2017,September,10260.0,Belgium,8113.0
936,2017,October,10447.0,Belgium,8770.0
937,2017,November,9513.0,Belgium,8640.0
938,2017,December,9843.0,Belgium,10114.0
939,2016,Total,121896.0,Belgium,108097.0
940,2016,January,10170.0,Belgium,9916.0
941,2016,February,9511.0,Belgium,9000.0
942,2016,March,10133.0,Belgium,10174.0
943,2016,April,9768.0,Belgium,8984.0
944,2016,May,10344.0,Belgium,8856.0
945,2016,June,10433.0,Belgium,8009.0
946,2016,July,10793.0,Belgium,8589.0
947,2016,August,10555.0,Belgium,8487.0
948,2016,September,10488.0,Belgium,7986.0
949,2016,October,10249.0,Belgium,8872.0
950,2016,November,9443.0,Belgium,9088.0
951,2016,December,10009.0,Belgium,10136.0
952,2015,Total,122274.0,Belgium,110541.0
953,2015,January,10131.0,Belgium,11273.0
954,2015,February,9145.0,Belgium,11055.0
955,2015,March,10141.0,Belgium,10477.0
956,2015,April,9986.0,Belgium,9150.0
957,2015,May,10249.0,Belgium,8746.0
958,2015,June,10341.0,Belgium,8309.0
959,2015,July,10895.0,Belgium,8458.0
960,2015,August,10604.0,Belgium,8286.0
961,2015,September,10448.0,Belgium,8051.0
962,2015,October,10601.0,Belgium,9075.0
963,2015,November,9551.0,Belgium,8445.0
964,2015,December,10182.0,Belgium,9216.0
965,2014,Total,125014.0,Belgium,104755.0
966,2014,January,10850.0,Belgium,9578.0
967,2014,February,9739.0,Belgium,8808.0
968,2014,March,10237.0,Belgium,9348.0
969,2014,April,10159.0,Belgium,8627.0
970,2014,May,10417.0,Belgium,8637.0
971,2014,June,10651.0,Belgium,8067.0
972,2014,July,11287.0,Belgium,8652.0
973,2014,August,10762.0,Belgium,7978.0
974,2014,September,10775.0,Belgium,7957.0
975,2014,October,10493.0,Belgium,8534.0
976,2014,November,9648.0,Belgium,8563.0
977,2014,December,9996.0,Belgium,10006.0
978,2013,Total,125606.0,Belgium,109334.0
979,2013,January,10732.0,Belgium,10357.0
980,2013,February,9544.0,Belgium,9904.0
981,2013,March,10409.0,Belgium,10701.0
982,2013,April,10176.0,Belgium,9773.0
983,2013,May,10645.0,Belgium,8802.0
984,2013,June,10462.0,Belgium,8618.0
985,2013,July,11427.0,Belgium,8463.0
986,2013,August,10956.0,Belgium,8056.0
987,2013,September,10620.0,Belgium,8029.0
988,2013,October,10523.0,Belgium,8676.0
989,2013,November,9800.0,Belgium,8512.0
990,2013,December,10312.0,Belgium,9443.0
991,2012,Total,128051.0,Belgium,109076.0
992,2012,January,10626.0,Belgium,9944.0
993,2012,February,10059.0,Belgium,10817.0
994,2012,March,10934.0,Belgium,10494.0
995,2012,April,10543.0,Belgium,8939.0
996,2012,May,10924.0,Belgium,8897.0
997,2012,June,10754.0,Belgium,8191.0
998,2012,July,11118.0,Belgium,8235.0
999,2012,August,11104.0,Belgium,8161.0
1000,2012,September,10650.0,Belgium,7907.0
1001,2012,October,11007.0,Belgium,8951.0
1002,2012,November,10080.0,Belgium,8835.0
1003,2012,December,10252.0,Belgium,9705.0
1004,2010,Total,130100.0,Belgium,105152.0
1005,2010,January,10786.0,Belgium,10129.0
1006,2010,February,9902.0,Belgium,8873.0
1007,2010,March,11119.0,Belgium,9284.0
1008,2010,April,10218.0,Belgium,8330.0
1009,2010,May,10454.0,Belgium,8560.0
1010,2010,June,11014.0,Belgium,8283.0
1011,2010,July,11209.0,Belgium,8546.0
1012,2010,August,11352.0,Belgium,8031.0
1013,2010,September,11240.0,Belgium,8120.0
1014,2010,October,11250.0,Belgium,8572.0
1015,2010,November,10606.0,Belgium,8452.0
1016,2010,December,10950.0,Belgium,9972.0
1017,2017,Total,576.0,Bermuda,481.0
1018,2017,January,57.0,Bermuda,44.0
1019,2017,February,25.0,Bermuda,36.0
1020,2017,March,47.0,Bermuda,48.0
1021,2017,April,35.0,Bermuda,38.0
1022,2017,May,40.0,Bermuda,40.0
1023,2017,June,39.0,Bermuda,42.0
1024,2017,July,50.0,Bermuda,38.0
1025,2017,August,73.0,Bermuda,36.0
1026,2017,September,58.0,Bermuda,34.0
1027,2017,October,44.0,Bermuda,41.0
1028,2017,November,52.0,Bermuda,39.0
1029,2017,December,56.0,Bermuda,45.0
1030,2016,Total,591.0,Bermuda,492.0
1031,2016,January,52.0,Bermuda,45.0
1032,2016,February,46.0,Bermuda,44.0
1033,2016,March,52.0,Bermuda,37.0
1034,2016,April,52.0,Bermuda,36.0
1035,2016,May,53.0,Bermuda,42.0
1036,2016,June,36.0,Bermuda,47.0
1037,2016,July,49.0,Bermuda,47.0
1038,2016,August,65.0,Bermuda,41.0
1039,2016,September,44.0,Bermuda,40.0
1040,2016,October,47.0,Bermuda,41.0
1041,2016,November,41.0,Bermuda,33.0
1042,2016,December,54.0,Bermuda,39.0
1043,2016,Unknown,0.0,Bermuda,0.0
1044,2015,Total,583.0,Bermuda,478.0
1045,2015,January,45.0,Bermuda,53.0
1046,2015,February,43.0,Bermuda,44.0
1047,2015,March,55.0,Bermuda,41.0
1048,2015,April,36.0,Bermuda,44.0
1049,2015,May,48.0,Bermuda,37.0
1050,2015,June,38.0,Bermuda,52.0
1051,2015,July,68.0,Bermuda,39.0
1052,2015,August,47.0,Bermuda,34.0
1053,2015,September,50.0,Bermuda,36.0
1054,2015,October,45.0,Bermuda,39.0
1055,2015,November,54.0,Bermuda,31.0
1056,2015,December,54.0,Bermuda,28.0
1057,2014,Total,574.0,Bermuda,480.0
1058,2014,January,48.0,Bermuda,39.0
1059,2014,February,43.0,Bermuda,35.0
1060,2014,March,44.0,Bermuda,39.0
1061,2014,April,52.0,Bermuda,35.0
1062,2014,May,37.0,Bermuda,50.0
1063,2014,June,47.0,Bermuda,38.0
1064,2014,July,47.0,Bermuda,50.0
1065,2014,August,56.0,Bermuda,44.0
1066,2014,September,55.0,Bermuda,27.0
1067,2014,October,51.0,Bermuda,38.0
1068,2014,November,60.0,Bermuda,34.0
1069,2014,December,34.0,Bermuda,51.0
1070,2013,Total,648.0,Bermuda,471.0
1071,2013,January,58.0,Bermuda,48.0
1072,2013,February,54.0,Bermuda,42.0
1073,2013,March,47.0,Bermuda,65.0
1074,2013,April,56.0,Bermuda,33.0
1075,2013,May,45.0,Bermuda,24.0
1076,2013,June,47.0,Bermuda,29.0
1077,2013,July,55.0,Bermuda,38.0
1078,2013,August,57.0,Bermuda,29.0
1079,2013,September,71.0,Bermuda,38.0
1080,2013,October,57.0,Bermuda,40.0
1081,2013,November,52.0,Bermuda,40.0
1082,2013,December,47.0,Bermuda,45.0
1083,2012,Total,648.0,Bermuda,422.0
1084,2012,January,48.0,Bermuda,37.0
1085,2012,February,51.0,Bermuda,39.0
1086,2012,March,37.0,Bermuda,31.0
1087,2012,April,52.0,Bermuda,35.0
1088,2012,May,53.0,Bermuda,38.0
1089,2012,June,52.0,Bermuda,27.0
1090,2012,July,54.0,Bermuda,30.0
1091,2012,August,60.0,Bermuda,39.0
1092,2012,September,80.0,Bermuda,30.0
1093,2012,October,65.0,Bermuda,44.0
1094,2012,November,43.0,Bermuda,32.0
1095,2012,December,53.0,Bermuda,40.0
1096,2011,Total,670.0,Bermuda,429.0
1097,2011,January,68.0,Bermuda,52.0
1098,2011,February,50.0,Bermuda,42.0
1099,2011,March,58.0,Bermuda,39.0
1100,2011,April,50.0,Bermuda,38.0
1101,2011,May,56.0,Bermuda,34.0
1102,2011,June,59.0,Bermuda,36.0
1103,2011,July,51.0,Bermuda,29.0
1104,2011,August,63.0,Bermuda,31.0
1105,2011,September,65.0,Bermuda,33.0
1106,2011,October,37.0,Bermuda,27.0
1107,2011,November,56.0,Bermuda,33.0
1108,2011,December,57.0,Bermuda,35.0
1109,2010,Total,769.0,Bermuda,475.0
1110,2010,January,58.0,Bermuda,51.0
1111,2010,February,59.0,Bermuda,30.0
1112,2010,March,71.0,Bermuda,44.0
1113,2010,April,60.0,Bermuda,43.0
1114,2010,May,57.0,Bermuda,38.0
1115,2010,June,81.0,Bermuda,50.0
1116,2010,July,63.0,Bermuda,33.0
1117,2010,August,66.0,Bermuda,38.0
1118,2010,September,68.0,Bermuda,42.0
1119,2010,October,66.0,Bermuda,31.0
1120,2010,November,55.0,Bermuda,29.0
1121,2010,December,65.0,Bermuda,46.0
1122,2010,Total,33528.0,Bosnia and Herzegovina,35118.0
1123,2010,January,2870.0,Bosnia and Herzegovina,3229.0
1124,2010,February,2646.0,Bosnia and Herzegovina,2849.0
1125,2010,March,2784.0,Bosnia and Herzegovina,3163.0
1126,2010,April,2735.0,Bosnia and Herzegovina,2883.0
1127,2010,May,2814.0,Bosnia and Herzegovina,2967.0
1128,2010,June,2737.0,Bosnia and Herzegovina,2871.0
1129,2010,July,3118.0,Bosnia and Herzegovina,2919.0
1130,2010,August,2866.0,Bosnia and Herzegovina,2687.0
1131,2010,September,2940.0,Bosnia and Herzegovina,2661.0
1132,2010,October,2859.0,Bosnia and Herzegovina,3051.0
1133,2010,November,2661.0,Bosnia and Herzegovina,2868.0
1134,2010,December,2498.0,Bosnia and Herzegovina,2970.0
1135,2017,Total,2874466.0,Brazil,1277579.0
1136,2017,January,223936.0,Brazil,102883.0
1137,2017,February,220800.0,Brazil,94061.0
1138,2017,March,264513.0,Brazil,105762.0
1139,2017,April,250096.0,Brazil,104145.0
1140,2017,May,266619.0,Brazil,111944.0
1141,2017,June,251839.0,Brazil,111401.0
1142,2017,July,245760.0,Brazil,119851.0
1143,2017,August,240659.0,Brazil,112116.0
1144,2017,September,233353.0,Brazil,104895.0
1145,2017,October,228288.0,Brazil,106524.0
1146,2017,November,222734.0,Brazil,99215.0
1147,2017,December,225869.0,Brazil,104782.0
1148,2016,Total,2803080.0,Brazil,1274630.0
1149,2016,January,242824.0,Brazil,102884.0
1150,2016,February,237725.0,Brazil,99931.0
1151,2016,March,263755.0,Brazil,108711.0
1152,2016,April,253823.0,Brazil,109295.0
1153,2016,May,258810.0,Brazil,112709.0
1154,2016,June,242426.0,Brazil,114202.0
1155,2016,July,237487.0,Brazil,115376.0
1156,2016,August,228057.0,Brazil,108070.0
1157,2016,September,222093.0,Brazil,100379.0
1158,2016,October,211093.0,Brazil,104559.0
1159,2016,November,196938.0,Brazil,96607.0
1160,2016,December,208049.0,Brazil,101907.0
1161,2015,Total,2952969.0,Brazil,1231400.0
1162,2015,January,250971.0,Brazil,104045.0
1163,2015,February,236110.0,Brazil,87956.0
1164,2015,March,273369.0,Brazil,99836.0
1165,2015,April,259960.0,Brazil,102191.0
1166,2015,May,264088.0,Brazil,111355.0
1167,2015,June,247914.0,Brazil,106899.0
1168,2015,July,247717.0,Brazil,110469.0
1169,2015,August,238888.0,Brazil,104752.0
1170,2015,September,244629.0,Brazil,100332.0
1171,2015,October,233283.0,Brazil,101913.0
1172,2015,November,222800.0,Brazil,98019.0
1173,2015,December,233240.0,Brazil,103633.0
1174,2019,April,4307.0,Bulgaria,8774.0
1175,2019,May,4647.0,Bulgaria,8827.0
1176,2019,June,4588.0,Bulgaria,8352.0
1177,2019,July,5748.0,Bulgaria,8302.0
1178,2019,August,5477.0,Bulgaria,8432.0
1179,2019,September,5067.0,Bulgaria,7464.0
